ID,User.ID,text,abortion,economy,education,energy,environment,fedbudget,foreignaffairs,government,healthcare,immigration,lgbt,middleclass,publicorder,taxes,unemployment,welfare
18,190409565_1346065361750,"RT @USAHipster: #IAmNotADemocratBecause they support Terrorists, Voter Fraud, Black Panthers, Unions, Communists, Socialists, Obama &amp ...",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19,24516301_1344720895473,RT @FSM_47: Obama Campaign Lies About Ryan Medicare Reform | http://t.co/ahG6EOTY as O'Care takes $500 billion from current Medicare ...,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20,487531645_1344984207430,"No, Mitt Romney's new drug trafficking fundraising buddy wasn't his former cocaine connection at Bain Capital. Was he?",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
21,496214273_1343964389648,"RT @candacetx: Mitt Romney Facts: As head of the investment company Bain Capital, Romney laid off thousands of workers. http://t.co/G7fXwixf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,23665878_1346384747956,"RT @stefcutter: Romney is right on one thing _ we are a nation of immigrants. So why is he for ""self-deportation"" and against the DREAM Act?",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,207880710_1345518307364,RT @gotdem: Republicans Continue to Lie About Obama and MedicareãDestroy this $716 Billion Lie | Alternet http://t.co/o9mnzXkl,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24,41186732_1344683391454,Road Tripping Nuns Take on the Romney-Ryan Budget http://t.co/3mA0mCcO #Mitt2012 #PathToPoverty #2futures #4jobs #p2 #tcot,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25,179487856_1345677291858,"RT @OFA_CA: ""Obama promised that he would double renewable power generation during his first term, and he did."" http://t.co/zHs8AknI",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,36048950_1344689722055,"RT @instapundit: ITêS ROMNEY-RYAN 2012. –Ryan puts the national debt front and center in the election, on par with or maybe even... htt ...",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,23707857_1344217892333,RT @CaptivatingNews: Todd Gregory: Fox Enables Romney's Military Voting Falsehood http://t.co/q8HD5fjn,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28,88511238_1343964521777,"Black Pastor Slams Obama Conflating Civil Rights with Same-Sex Marriage: William Owens, Sr., a black pastor and ... http://t.co/v8ddeyU1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29,16123077_1345321584432,Tell Mitt Romney: Release your tax returns! http://t.co/qJwRPi9Y | Distractions will not work Mitt.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30,188407039_1345958166875,Vanity Fair investigates Mitt Romneyês use of foreign tax havens for his bank accounts. http://t.co/dNog38Wc,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
31,359661415_1346029709574,RT @DebWilliams57: RT @conjn19: Famous Drill Instructor Says GEICO Fired Him for Criticizing Obama Admin. http://t.co/jk4f7wOn via @theblaze,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32,15244807_1345254950416,"RT @ibprofessor: Check and mate! ""Rep. Allen West tells Obama: 'Show us ur sealed college records & we will all show u our tax retur ...",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33,327049481_1345336804123,RT @rich1moore: Headline: China wins Miss World beauty pageant. A country won contest? What's next? Obamacare winning Nobel Peace prize. ...,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
34,98034209_1344283206830,We stand with Majority Leader Harry Reid in asking Mitt Romney to release 10 years worth of tax returns http://t.co/RHHe4WsF @signon,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35,28671533_1346402647528,Mitt v. Mitt? Romney Disagrees With Himself On Education In RNC Speech http://t.co/93U5YJUz via @HuffPostEdu,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36,42226593_1345133265667,Obama Slams Romny Ryan Tax Plan: They've Been Trying to Sell This Trickle-Down Snake Oil http://t.co/M0ylZHnN,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
37,567729526_1346109229221,RT @LOLGOP: Romney says abortion rights isn't on the ballot in Nov? The House GOP passed several bills limiting abortion rights. Which w ...,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,18353051_1344229701827,RT @italspk: Maddow: Romney demanded opponentsê tax returns and lied about residency in 2002 | The Raw Story: http://t.co/TYMQxZ9u,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
39,525893754_1345090237951,RT @deanmeek: Do Democrats Know Obama Cut Medicare? - The Rush Limbaugh Show http://t.co/lXCRKLKS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40,339838574_1344802132285,"RT @eddaplumber: I'm 48, been paying into Medicare since 14. 34 yrs! I'll be damned if I'm gonna let some idiot like Paul Ryan or Mitt ...",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
41,565006223_1345068463450,RT @DickMorrisTweet: This economic and fiscal situation in our country requires someone who is an expert in the field. I don't think Oba ...,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,22805354_1345409278995,Romney Campaign calls police on workers being outsourced by Bain-owned S...: http://t.co/r9eRAYsJ via @youtube,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
43,106561599_1346348418945,RT @justkarl: Fact-checking fact-checkers on Janesville http://t.co/IDysXtY8 and Medicare http://t.co/0jp0x8Mp #onetweetshopping,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
44,50690913_1345689412925,"RT @Jim_Peoples_: Academic model: Romney will take 52.9% of the vote, 320 electoral votes â Hot Air http://t.co/5PFCZL0F",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45,460445777_1345595520762,I paid way more in taxes because I was making way more income. Was I unhappy to pay! Hell no I want to pay then again! Romney/Ryan 2012 4JOB,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46,369809566_1346205393235,"RT @preciousliberty: Obama regulations kill Ohio #coal mine, hundreds of #jobs wiped out http://t.co/t2wmgNZC #columbus #fracking #bucke ...",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
47,246614895_1344632893715,"RT @BlueDuPage: Jon Huntsman, Sr.: Iêm Not Reidês Source, But Romney Really Needs To Release His Tax Returns http://t.co/eXCsPOYt #Mit ...",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48,22694866_1346390916255,"RT @CitizenCohn: To go with Clint's invisible man, Romney on Thursday had an invisible jobs plan http://t.co/RPNa5DRZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
49,144402222_1345251232905,"RT @Our4thEstate: .@whpresscorps you have enabled incessant slandering of President Obama - Kenyan, Muslim, etc - & he has remained ...",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50,319126937_1343923950255,Report: #Obama #Immigration #Policy Partly Responsible for Deaths of #Americans -- http://t.co/2Llgtxp8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
51,359661415_1344980791730,"RT @GregWHoward: #Obama supporters, are you getting enough playing time (jobs) under Coach #Obama? I'd fire him, too #tcot #p2 #ocra #ob ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52,461111091_1345244401382,Obama Medicare Ad Ruffles AARP's Feathers http://t.co/J1i77U2h AARP has promoted Obamacare from the get-go.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53,16582131_1346417090484,RT @expatina: The Invisible Obama was cruel to wave Mitt's Invisible Tax Returns around like that. Clint should've stopped him.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54,204584481_1345154807468,"RT @leclemot: 63% think that Romney should release his taxes. Romney call those 63% small minded today, and thinks they will still vote ...",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55,352439938_1345672933652,RT @JohnFugelsang: Mitt Romney is a millionaire-from-birth asking rural Americans to vote for him so his taxes won't be raised by 3%,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56,533023672_1344295635875,"RT @Ajblivits: JEWISH GROUP CALLS ROMNEY'S COMMENTS ON PALESTINIANS ""RACIST AND IGNORANT"" http://t.co/VoEje0D4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
57,451851525_1344993061847,RT @PragEle: Obama Has Been The Best President For The Stock Market Since Eisenhower http://t.co/hQkLEKMg You'll never hear this on @cnbc,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,15176396_1344665815273,RT @Truthcop: Must see Paul Ryan! Obama is left stuttering! Paul Ryan on Health Care: Answers don't lie in Washington: http://t.co/oz8Tf ...,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
59,22926853_1345814312120,RT @ChrisJZullo: President Obama's jobs plan would have created 2 million jobs and boost GDP 2% in 2012. Why isn't it working? Republica ...,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
60,17114473_1346388241890,RT @DavidCornDC: So the US government fed George Romney's family when it fled Mexico? Welfare! #rnc2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,172867574_1345254017230,Romney Makes Clear His Plan For Medicare: Partial Privatization | http://t.co/XCPFgfDj,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
62,380693277_1345595689229,Daily Kos: Global business leaders see Obama as stronger on economy http://t.co/nGj43SYQ via @dailykos Yeah!,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,26142949_1345173353748,RT @majorityfm: Ann Romney: Tax Returns? NO MORE! - VIDEO: http://t.co/iJiu8tJM #p2 #tcot #romneyryan2012 #releasethereturns,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64,443842846_1345984393768,In 2011 Obama admin. started including people stopped at border in deportation data. False reporting to inflate performance. via @FoxNews,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
65,185252158_1345144957332,RT @CuriousLemming: @RockyMtnDigs IMO Putin & Obama are keeping their distance so Obama has a better chance @ re-election. Putin's n ...,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
66,449128263_1344694734571,"RT @RonSupportsYou: Romney/Ryan is ""a shockingly inexperienced ticket, especially when it comes to national security and foreign policy. ...",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
67,49021031_1344313393063,"RT @B140Tweets: Why does RUSH LIMBAUGH HATE #OBAMA so much? Could he be jealous of his education, morals, & character? #BOYCOTTRUSH ...",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
68,39755667_1345617136443,"RT @Rogue1776: Mitt Romney Paid 30%, Not 13% In Federal Income Taxes - Forbes http://t.co/KdF6dl3m Ever hear of charity, lefties? Prolly ...",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
69,15307314_1345503779492,"RT @ezraklein: On Niall Ferguson and the worst, but most common, case against Obama's economic policies: http://t.co/tAQAoeCQ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,32288130_1343925044316,Obama's MO challenge a candidate who has an unsealed divorce or child custody case #Mitt2012 #TaxReturns,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
71,21889889_1346354154382,"#LyinRyan lied about Akin,his budget, medicare,Ayn Rand,no exceptions for rape/incest & oh a plant that was closed before Obama was elected",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
72,760598641_1346295195701,"RT @theblaze: Greatest threat to Medicare is Obamacare and we're going to stop it, says @PaulRyanVP at #GOP2012",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
73,22165261_1346289377936,"RT @truthteam2012: FACT: Under President Obama, domestic oil production is at a 14-year high, and dependence on foreign oil is at a 20-y ...",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
74,305312541_1344060230512,"Obama secretly authorizes support for Muslim Brotherhood and al-Qaeda jihadists in Syria, **Graphic Video** shows Sy... http://t.co/MtAseUNh",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
75,60157916_1345993794670,RT @JohnCornyn: Obama's Budget to Add $4.4 Trillion to Debt in Next Four Years http://t.co/nEYBtWvH,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
76,378687799_1344213299750,RT @JonathanStein4: @hughhewitt Obama's Stormtroopers (Good for a #ReTweet!) http://t.co/eUgRm44z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
77,29089259_1346020933172,"RT @jimmycasablanca: Texas oil tycoon, T Boone Pickens on Gov Romney's energy plan: ""It will work""",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
78,25920303_1344026079244,RT @richardhine: Why Won't Mitt Romney Release His Taxes? Are They Kenyan or Something? http://t.co/NVSfD4hl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
79,116855072_1344882559795,"RT @stefcutter: Ryan @ same Iowa St Fair spot as Romney's ""corporations are people too"" gaffe repeats the welfare lie. 48 hours and alre ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,565006223_1345245137500,RT @StevenErtelt: SHOCK: Planned Parenthood Protestor Spits on Romney Supporter http://t.co/yfDd7beC @liveactionfilms @americanpapist #p ...,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,246614895_1344789506486,"RT @hardknoxfirst: RT @rationalists: Paul Ryan: ""Snow is proof climate change is false."" Romney says Ryan is the intellectual leader of ...",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
82,22449435_1346027832122,RT @PaulRyanVP: Pres Obama treated Medicare like piggy bank 2 fund Obamacare; as result nearly 1 of 6 hospitals & nursing homes will close.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
83,22728457_1345917849729,"Extremist Obama>>Krauthammer: Akin a •nobody,ê Obamaês partial-birth abortion postion •scandalousê http://t.co/e3kUi6as #tcot",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,380693277_1344479773177,Romney Touts Mass. Health Law Heês Sworn Not To Implement http://t.co/QnaHnmxN via @TPM Is that YES or NO,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
85,521404607_1345406422201,Obama kept his promise...to drive up energy costs for consumers http://t.co/aTh5i8gZ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
86,457388487_1345656845972,"RT @PaulRyanVP: President Obama treated Medicare like a piggy bank to fund Obamacare; as a result, nearly 1 out of 6 hospitals & nur ...",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
87,328006393_1345156212741,@PoliticsTonight Paul-the guy you had on to explain the Romney health plan screwed up. There is no pill plan in Romney/Ryan.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
88,15780910_1345729791796,RT @YahooFinance: Romney campaign says he wants energy independence for U.S. by 2020 #energy #oil http://t.co/Yo9dJazQ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
89,114607567_1344353201498,Interesting chart on jobs and unemployment under each president in the last 60+ years. Obama has the worst... http://t.co/SpR5VO7f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
90,298618228_1346382897058,RT @PDPOSKEY: RT @truthteam2012: FACT: President Obama has cut taxes for small businesses 18 times. http://t.co/DSmF37WN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
91,379222078_1346106879878,@PoliticsNation Thinks Obama has no plan for a Budget & that is just fine for America. Watch use try to explain now.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
92,182251918_1344097207455,"Lookie here: for the 31st time, Obama WH says ""don't read too much"" into a jobs report. BAWAHAHA!!!! http://t.co/kCNor47F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
93,242602560_1345728775822,RT @JeffersonObama: BREAKING: US ECONOMY SURGES!! US Economy Is Now The Envy Of The World http://t.co/2N76Cqmw #p2 #USECONOMY #OBAMA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,222024790_1344130877537,RT @jimi2124: Mitt Romney: The Federal Reserve Shouldn't Use New Stimulus Measures To Boost The Still-Sluggish Economy. http://t.co/K3ZieUnn,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,117248859_1345134848315,RT @LisaMcIntire: Romney's tax rate wouldn't make a decent tip.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
96,51297021_1345055779615,@Real_Gent_08 racist. Why? The last great president was Reagan. 8 million new jobs. If obama is so great and creating so many jobs...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
97,262816788_1344618106293,Romney's energy policy adviser works for a lobbying firm for a major coal company. http://t.co/LdniD4Wc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
98,204584481_1344649545121,"RT @Moosetracks2012: Listen to workers tell the story of what #RomneyEconomics meant for their small town in Marion, Indiana: http://t.c ...",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,44959505_1345479905856,"RT @LitsaDremousis: GOP denies rape, climate change & evolution. But was totally sure about weapons of mass destruction. #Obama2012",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100,309447140_1345746553158,"""President Obama released his tax returns. It turns out he made $900,000 less in 2011 than he did in..."" http://t.co/czPNsD9b",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
101,22159062_1343883900595,"Obama's Own Words '04: 310,00 Jobs & 5.6% Unemployment Rate Not Good Enough http://t.co/FqkHG848 #Obama Gotta Go #tcot #gop #teaparty #Dems",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
102,128035938_1343911488144,Obama authorizes secret support for Muslim Brotherhood and al-Qaeda rebels in Syria http://t.co/FRpCkZHE,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
103,387368241_1344406765757,RT @deniseromano: Romney set up shell companies in the Cayman Islands and Bermuda to avoid U.S. taxes. http://t.co/MVqhwz4m,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
104,591211712_1344474125490,RT @FreedomWorks: We've had almost four years of the Obama administration. How many jobs have been created in that time? http://t.co/2o ...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
105,563816225_1344097932043,Obama Campaign Sues to Restrict Military Voting http://t.co/j40V5gvF,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
106,342121065_1345768452295,If Romney takes the state of Ohio or PA it will NOT be a legitimate win. Ironic that we preach about democracy & fairness to other nations.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
107,286674601_1344453919007,@gabby722 RT! Add your name to demand that Mitt Romney release his tax returns: http://t.co/Vs3lkzED #Romneysucks #NoTaxReturnsNoPeace,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
108,143246253_1345063426761,RT @DCdebbie: What's the difference between Mitt Romney and Paul Ryan? Ryan submitted his tax returns for his chance to be in the White ...,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
109,175506834_1345086326679,"So, Romney took amnesty 4 foreign investments? Otherwise, a felon? Demand 2 C tax returns!",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
110,108463543_1345773657947,Obama is not right in the head. Opinion: Barack Obama the abortion extremist - Rich Lowry - http://t.co/CEYDqLGi: http://t.co/1SasGWMw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,265530743_1345291904530,#ISRAEL - Don't let a 'Singular BHO Moment in Time' - or Supportive Word - dissuade U from fact that #Obama has #Muslim Agenda | #Jewish,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
112,111056827_1345859319118,#Obama's Double-Dip #Recessions Is Just Around The Corner?#teaparty #brtt #tcot #liberty #patriot #tlot #p2?http://t.co/x4QVeCCD,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,433685408_1344637353195,News from @AP: It's policy and personal: Romney hammered on taxes. http://t.co/mQLdM6mS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
114,26173216_1344836475057,RT @IngrahamAngle: NYT: Obamacare could make family coverage too costly http://t.co/aOWR4PHw Exactly how Obama wanted it to go down wher ...,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
115,30487162_1345995373672,"RT @gino1349: ""@Earendil82: AMEN!! RT @SocialistHater: @DineshDSouza you are an American hero. 2016: Obama's America"" An immigrant too.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
116,18457854_1345591387051,"RT @exposeliberals: MT @PaulRyanVP: President Obama treated Medicare like a piggy bank, raiding $716 billion from it to fund Obamacare. ...",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
117,92222293_1344381025666,Ship sent to Boston harbor to enforce British taxes on American colonies? HMS ROMNEY - http://t.co/YF42RjFV #irony #historyrepeats #whoopsie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
118,128924568_1344816865025,"RT @pissedlizard: Can the winner of them""Dinner with Barak"" contest trade it in for dinner with Romney? http://t.co/bNnz8gc6",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
119,259850890_1344992792496,It's 8PM CST. Do you know where Romney's tax returns are? #SHOWUSYOURTAXRETURNS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
120,18083420_1344036237418,RT @mantone1: @Txsleuth unreal. If Romney loses it will be our sides fault and we will deserve everything we get. Gay marriage for the s ...,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
121,429630279_1344204289640,"RT @MarkSimoneNY: Libs protest Chic-Fil-A for opposing gay marriage, but don't protest Obama who donates to Muslim brotherhood which mur ...",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
122,17292338_1344828747936,RT @DefeatObamaNow: Obama Economic Plan Would Explode Debt to $25.4 Trillion http://t.co/KECXSvgA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,32497478_1344830093278,RT @neighhay: The most politically brazen feature of Obamacare is Obama's looting of #Medicare. http://t.co/BBgu5QmA #tcot,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
124,145301857_1345164503381,Mitt Romney used a whiteboard to explain his Medicare plan. Here's what it should say: http://t.co/mfX7xg5S #p2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
125,60115467_1346018840445,RT @RedBlueQuest: Gawkerês Romney Files: Seven Takeaways As We Continue To Unearth The Secrets Lurking In Mitt's taxes http://t.co/UF0RK ...,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
126,753684768_1344979033058,"If America was Robin Hood, Obama would be both Robin Hood and Prince John, because he raises taxes for the wealthy to give to the lazy poor.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
127,327715590_1345181162804,#whataputz #obama insults #Hispanics & #Latinos (again) http://t.co/oRQbUmeG #obama2012 #TCOT #TeaParty #Cuba #Mexico #immigration,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
128,575853659_1344263907357,RT @TheAmericanPuls: @DrewMTips @samsteinhp Do you think Harry Reid is lying about Romney's tax returns? Vote@ http://t.co/fqDAz5sl The ...,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
129,71808932_1343922329435,"–@truthteam2012: Want to see how..."" #obama's tax plan will kill the US? #Obama2012 doesn't want you to! #tlot #masen #Democrats #taxes",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
130,48131220_1345493783674,RT @GroverNorquist: Mitt Romney in NH makes it clear: he opposes tax hikes: http://t.co/ToWyTbfN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
131,273793069_1343859300403,"RT @marclippincott: Israel: Romney's praising you now, but if you fill him with a room of Palestinians, he'll talk bad about you. #Romn ...",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
132,635703161_1344032573979,George Romney released 12 years of returns. @MittRomney should too. Sign @BarbaraBoxer's petition http://t.co/PA64XEcI #FatherKnowsBest,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
133,369310036_1346318532682,Video: Abortion Survivor Blasts Obama http://t.co/p6oMh7Mu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,443842846_1345863896732,"RT @NathanHale1775: Business creates jobs through investment. They won't invest until Obama's gone. Reality, kids. Vote well #P2 #tcot #tlot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
